,chunkId,content,heading,StartPage,EndPage,ContentWordCount,pdfName,contentType,image,summary
1511,559.0,"National Bank for Agriculture and Rural Development, is a body corporate established under an Act of Parliament, viz. the National Bank for Agriculture and Rural Development Act, 1981 and having its Head Office at C-24, G Block, Bandra-Kurla Complex, Bandra (East), Mumbai : 400 051  hereinafter referred to as ""**NABARD**"" (which expression shall, unless repugnant to the context or meaning thereof, include its successors and assigns).","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Between",,,66,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1512,560.0,## And,(On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,2,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1513,561.0,"_____________ , a body corporate, society, partnership firm, Association, Non-Governmental Organisations/Trust/etc  established/ incorporated registered by/under __________ Act  and having its headquarters at ________________________ hereinafter referred to as Resource Supporting Agency ""RSA"" (which expression shall, unless repugnant to the context or meaning thereof, include its successors and assigns).","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),And",,,47,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1514,562.0,## Whereas,(On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,2,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1515,,1.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1516,," NABARD, under Section 38 of NABARD Act, 1981, is authorised, inter-alias,  to provide facilities for training, dissemination of information and the promotion of research including, undertaking of studies, researches, techno-economic and other surveys in the field of rural banking, agriculture and rural development and to  provide financial assistance to any person engaged in agriculture and rural development activities.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,58,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1517,,2.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1518,," NABARD, with an objective of building and promotion of Farmer Producer Organisation had issued Operational Guidelines for implementation of ""Scheme for Promotion of Farmer Producer Organisations"" (hereinafter referred to ""**Operational guidelines**"").","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,31,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1519,,A copy of the guidelines is annexed as Annexure I herewith and to be read as part and parcel of this Agreement. 3.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,23,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1520,,"    ___________, is a ______ (company/society/partnership firm/ ___) registered under _________ Act is an institution engaged in promotion of farmer producer organisations. 4.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,22,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1521,,"  ""____________"", vide its application dated _____ approached NABARD seeking applying to select it as a ""**Resource Support Agency**"" for a lumpsum consideration of Rs. _______(Rupees  _________only).","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,26,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1522,, 5.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1523,,"  NABARD has, on being found __________ suitable, identified __________ as Resource Supporting Agency or RSA for organizing and implementing capacity building of POPIs and supervising overall development of Farmers Producer Organizations (FPOs)   6.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,33,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1524,, The parties have decided to deduce the terms and conditions as indicated below:-,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Whereas",,,13,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1525,564.0,## I. Specific Role Of Rsa,(On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,6,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1526,565.0,"i.  Soon after executing MoU, the RSA will be required to submit detailed activity-wise action plan for the calendar year to NABARD, RO indicating, inter alia the number of training/capacity building programmes to be conducted for POPI, FPOs etc. nature and duration of training and other support activities required for successful implementation of the scheme.  ii.  The Resource Support Agency will be designing and organising capacity building of the Producer Organization Promoting Institutions (POPIs), providing necessary training and handholding support to POPIs for undertaking the promotion of FPOs in the State. RSA jointly with POPI will arrange for training and capacity building of FPO Directors, Lead Farmers and CEO of FPO as per requirement.  iii.  The RSAs will be required to guide/ oversee the overall implementation of the scheme and assist POPI / FPOs in value addition, market linkage, accessing storage facilities and other support services required by the FPOs for effective value chain development.   iv.  RSA will work under the overall supervision and guidance of NABARD and organize various training programmes on a group approach, as per the guidelines. Each training/capacity building programme to be organized by RSA shall require prior approval of NABARD for extending financial support.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),I. Specific Role Of Rsa",,,199,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1527,566.0,## Ii. Role Of Nabard,(On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,5,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1528,,i.  NABARD will monitor the progress through specific returns.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,9,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1529,,It will have exclusive right  to inspect books of accounts of RSA and seek any information/ clarification relating to  the status and progress.    ii.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1530,," NABARD reserves the right to terminate this MoU at any stage if, the performance of RSA fails to meet the minimum requirement or in the event of financial irregularity /  breach of trust.       iii.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1531,, NABARD reserves its right to recall the financial assistance: (a)    If it appears to NABARD that false or misleading information in any material particulars was given in the application for the financial assistance; Or (b)    If the financial assistance is not utilized or mis-utilized for any purposes other than for which the financial assistance is granted.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,56,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1532,,"  (c)    If the _______/RSA has failed to comply with any of the terms of MoU with NABARD in the matter of financial assistance, including grants; Or   (d)  If for any reasons, it is necessary so to do, to protect the interests of NABARD.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,43,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1533,, 7. This Memorandum of Understanding (MoU) will become effective immediately on the date  of its signing.  8.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,17,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1534,,"The parties shall use their best efforts to settle amicably all disputes arising out of or in  connection with the MoU, or in respect of any defined legal relationship associated therewith or derived there-from.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,34,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1535,,"If dispute is not resolved, the same shall be resolved by consultation.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,12,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1536,,"If the dispute has not resolved through consultations within fifteen days (15 days) after one Party has served written notice on the other Party requesting the  commencement of such discussions, either party may in writing demand that the dispute be finally settled by the arbitration in accordance with Arbitration and Conciliation Act, 1996.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,53,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1537,,"The sole arbitrator shall be appointed by NABARD in case of dispute raised by NABARD, from the panel of three persons nominated by RSA.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1538,,"Similarly, the sole arbitrator shall be appointed by RSA if dispute is raised by RSA from the panel of three persons nominated by NABARD.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,24,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1539,,"The language of the Arbitration shall be English and the arbitrator shall be fluent in English. The arbitrator should be person of repute and integrity and place of arbitration shall be Mumbai.""   9.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,33,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1540,,NABARD shall have the right to enter into similar MoU/agreements with any other  RSA/Institution.  10.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,15,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1541,,Any notice required to be given under this MoU/Agreement shall be served on the party at  their respective address given below by hand delivery or by registered post :,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),Ii. Role Of Nabard",,,29,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1542,568.0,##,(On Stamp Paper Of Appropriate Value As Per The Respective State Law),,,1,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,heading,,
1543,,"For NABARD  For  RSA  In witness thereof the parties hereto have signed this MoU on the date, month and year first above mentioned against their respective signatures.","(On Stamp Paper Of Appropriate Value As Per The Respective State Law),",,,27,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
1544,, Witness                                                                Witness  1.                                                                  1. 2.,"(On Stamp Paper Of Appropriate Value As Per The Respective State Law),",,,5,input/md/english\FARMER PRODUCER ORGANISATIONS.pdf,para,,
